student_id,gender,cgpa,internships,projects,aptitude_score,communication_skill,certifications,placement_training,placement_status
537,Female,7.49,4,1,67,4,3,No,Yes
538,Female,5.71,4,5,43,1,5,Yes,Yes
539,Female,9.09,1,1,88,8,2,Yes,Yes
540,Female,9.66,0,5,54,9,5,No,Yes
541,Female,8.92,0,4,68,10,3,Yes,Yes
542,Female,7.15,0,4,87,1,0,No,Yes
543,Female,5.17,4,1,92,2,4,No,Yes
544,Male,8.14,3,3,63,1,1,No,Yes
545,Female,7.69,4,5,70,6,5,No,Yes
546,Male,5.47,1,1,61,6,5,No,Yes
547,Female,8.37,0,2,71,3,5,No,Yes
548,Male,6.22,1,2,47,7,1,No,Yes
549,Male,8.44,0,4,42,10,0,No,Yes
550,Female,8.16,4,2,71,1,4,Yes,Yes
551,Female,9.03,3,5,89,3,5,Yes,Yes
552,Male,5.5,4,5,96,6,4,No,Yes
553,Female,9.7,1,3,65,6,2,No,Yes
554,Male,5.66,4,6,96,9,2,No,Yes
555,Male,5.96,4,6,58,6,5,Yes,Yes
556,Male,7.42,2,6,47,6,4,No,Yes
557,Female,8.24,4,3,96,7,0,Yes,Yes
558,Male,6.83,0,6,43,4,2,Yes,Yes
559,Female,8.28,1,1,84,5,1,Yes,Yes
560,Female,8.91,0,5,95,9,1,No,Yes
561,Male,7.45,2,6,82,1,3,No,Yes
562,Female,9.59,2,5,43,1,5,No,Yes
563,Male,7.98,3,2,98,6,4,Yes,Yes
564,Male,6.41,1,6,44,3,1,Yes,Yes
565,Female,5.2,2,5,56,3,1,No,Yes
566,Male,6.59,1,1,49,6,4,Yes,Yes
567,Female,7.35,4,5,62,2,5,No,Yes
568,Male,9.59,4,1,90,9,1,No,Yes
569,Female,5.44,1,2,82,6,2,No,Yes
570,Female,6.05,4,5,70,9,5,Yes,Yes
571,Male,8.21,3,2,97,10,4,Yes,Yes
572,Male,8.28,2,4,98,2,3,No,Yes
573,Female,5.12,4,3,72,9,3,No,Yes
574,Male,6.42,1,3,72,2,0,Yes,Yes
575,Male,8.01,1,6,80,4,5,No,Yes
576,Male,5.99,3,6,92,2,5,Yes,Yes
577,Male,7.2,2,1,45,2,0,Yes,Yes
578,Female,7.68,4,2,98,5,3,No,Yes
579,Female,8.03,3,3,41,7,5,Yes,Yes
580,Male,8.08,4,1,88,10,0,Yes,Yes
581,Female,9.45,0,3,90,5,4,Yes,Yes
582,Female,8.67,3,4,65,1,3,Yes,Yes
583,Male,5.65,3,5,58,3,2,No,Yes
584,Male,7.66,4,2,47,1,0,No,Yes
585,Male,6.46,2,2,66,9,1,Yes,Yes
586,Male,6.06,2,2,47,3,5,Yes,Yes
587,Female,8.09,0,3,82,2,2,Yes,Yes
588,Male,8.48,3,3,62,3,5,Yes,Yes
589,Male,6.37,0,2,60,8,3,No,Yes
590,Female,8.33,1,5,76,6,2,No,Yes
591,Male,5.02,1,2,85,7,2,No,Yes
592,Male,8.26,2,4,69,8,2,No,Yes
593,Female,7.65,1,6,78,2,2,Yes,Yes
594,Male,6.26,0,6,44,1,4,Yes,Yes
595,Female,8.69,1,1,75,5,4,No,Yes
596,Male,6.76,1,5,86,5,1,No,Yes
597,Male,6.9,4,1,82,4,4,Yes,Yes
598,Male,7.14,1,5,100,10,5,Yes,Yes
599,Female,9.51,0,2,88,8,1,Yes,Yes
600,Female,6.77,0,6,53,9,2,No,Yes
601,Female,9.41,0,1,81,6,0,No,Yes
602,Female,7.78,4,2,64,7,2,Yes,Yes
603,Female,6.81,1,5,65,6,2,No,Yes
604,Female,9.26,0,5,96,3,3,Yes,Yes
605,Male,5.37,2,2,49,3,1,No,No
606,Male,8.17,3,3,86,2,3,No,Yes
607,Female,6.01,1,6,93,7,0,Yes,Yes
608,Male,5.61,4,2,48,9,0,Yes,Yes
609,Male,5.8,1,5,65,10,4,Yes,Yes
610,Female,9.55,1,4,78,8,3,Yes,Yes
611,Male,8.99,4,2,90,10,1,No,Yes
612,Male,8.48,2,4,78,10,0,Yes,Yes
613,Female,6.85,0,1,52,9,4,No,Yes
614,Male,7.91,1,4,97,10,4,Yes,Yes
615,Male,5.45,1,5,74,1,5,No,Yes
616,Female,6.78,0,6,73,7,1,No,Yes
617,Female,6.68,4,1,67,3,2,No,Yes
618,Male,9.37,0,3,78,9,3,No,Yes
619,Male,5.03,0,5,73,2,4,Yes,Yes
620,Female,8.14,2,4,63,2,1,No,Yes
621,Female,6.25,4,4,76,6,4,No,Yes
622,Female,8.62,3,5,90,9,3,Yes,Yes
623,Female,7.68,3,3,59,10,2,No,Yes
624,Male,9.1,0,6,54,8,5,Yes,Yes
625,Male,6.03,3,3,91,9,4,Yes,Yes
626,Male,6.87,0,1,92,3,3,No,Yes
627,Male,5.31,1,3,45,10,0,No,Yes
628,Female,7.95,4,3,85,10,0,Yes,Yes
629,Female,7.11,1,6,99,9,2,Yes,Yes
630,Male,8.76,4,5,84,4,4,Yes,Yes
631,Male,6.73,0,2,45,5,3,No,No
632,Female,6.95,1,5,40,2,0,No,Yes
633,Female,6.67,2,2,78,4,3,No,Yes
634,Male,6.25,3,5,46,9,0,No,Yes
635,Female,9.55,4,3,96,9,4,No,Yes
636,Female,9.64,4,4,89,4,2,No,Yes
637,Female,9.3,0,4,47,5,0,No,Yes
638,Male,8.25,1,3,66,6,4,Yes,Yes
639,Female,6.19,0,4,83,6,0,Yes,Yes
640,Female,6.51,1,5,57,3,5,Yes,Yes
641,Female,8.54,1,6,55,5,1,Yes,Yes
642,Male,9.01,4,3,49,2,0,Yes,Yes
643,Female,7.95,4,1,94,8,2,No,Yes
644,Female,9.31,4,3,71,3,4,No,Yes
645,Female,6.07,4,2,43,9,3,No,Yes
646,Male,7.41,3,6,89,3,3,Yes,Yes
647,Female,6.52,0,1,83,4,3,Yes,Yes
648,Female,6.74,2,2,75,5,1,No,Yes
649,Female,9.6,2,3,51,8,3,Yes,Yes
650,Female,8.36,2,3,94,7,2,No,Yes
651,Male,7.74,4,6,54,2,5,No,Yes
652,Male,7.67,3,2,49,3,3,Yes,Yes
653,Male,7.02,1,6,73,9,5,No,Yes
654,Female,6.44,4,5,43,7,0,Yes,Yes
655,Male,6.03,2,4,93,2,3,No,Yes
656,Female,6.73,4,5,99,5,2,Yes,Yes
657,Female,5.58,4,2,76,10,5,Yes,Yes
658,Female,6.7,4,4,89,8,0,No,Yes
659,Female,7.23,1,2,80,6,3,No,Yes
660,Male,5.38,2,2,60,6,5,No,Yes
661,Female,7.91,3,3,96,8,2,No,Yes
662,Female,5.8,0,2,86,4,5,No,Yes
663,Male,6.01,3,1,46,2,3,Yes,Yes
664,Male,8.7,4,1,46,5,4,Yes,Yes
665,Male,8.14,3,3,54,4,5,No,Yes
666,Female,8.01,1,5,93,3,0,Yes,Yes
667,Female,9.13,2,4,69,9,2,No,Yes
668,Male,9.65,4,2,77,10,3,No,Yes
669,Female,9.36,3,5,54,2,3,No,Yes
670,Female,6.98,1,3,40,1,4,Yes,Yes
671,Female,6.38,4,1,84,8,3,No,Yes
672,Male,8.68,2,5,54,1,4,No,Yes
673,Male,6.98,4,4,65,4,1,No,Yes
674,Female,6.06,0,4,80,4,4,No,Yes
675,Female,8.11,4,3,66,4,0,Yes,Yes
676,Male,6.39,3,5,68,5,5,No,Yes
677,Male,6.54,1,1,74,1,1,Yes,Yes
678,Female,6.29,3,6,40,4,0,Yes,Yes
679,Male,7.37,2,4,59,8,2,No,Yes
680,Male,6.59,1,1,57,7,0,No,Yes
681,Male,5.92,2,4,93,1,0,Yes,Yes
682,Female,8.7,3,2,87,1,1,No,Yes
683,Male,7.5,1,4,64,5,2,Yes,Yes
684,Male,8.57,4,5,47,5,3,No,Yes
685,Male,6.73,0,6,53,2,1,No,Yes
686,Female,5.07,2,5,47,7,1,Yes,Yes
687,Male,7.79,3,6,78,3,2,Yes,Yes
688,Male,5.76,0,6,79,6,5,Yes,Yes
689,Male,6.71,1,6,74,2,1,No,Yes
690,Male,6.52,4,6,88,6,3,Yes,Yes
691,Male,8.31,2,6,48,5,0,No,Yes
692,Female,7.68,4,6,71,4,4,Yes,Yes
693,Female,6.55,3,3,95,10,4,Yes,Yes
694,Male,7.55,3,3,92,5,4,No,Yes
695,Female,5.0,4,4,86,3,0,No,Yes
696,Male,6.54,0,6,74,7,1,No,Yes
697,Male,7.94,2,4,81,6,0,Yes,Yes
698,Male,5.21,1,2,95,1,1,Yes,Yes
699,Female,5.92,0,5,81,7,5,No,Yes
700,Female,5.24,1,5,85,2,0,Yes,Yes
701,Female,9.46,0,4,91,1,2,No,Yes
702,Female,8.81,0,5,57,9,0,Yes,Yes
703,Female,5.37,1,5,46,2,5,Yes,Yes
704,Female,5.91,4,6,55,10,5,Yes,Yes
705,Female,8.58,4,3,83,8,5,No,Yes
706,Male,5.8,1,5,65,9,2,Yes,Yes
707,Female,9.48,2,5,60,6,3,No,Yes
708,Female,7.92,4,5,53,7,4,No,Yes
709,Female,9.62,3,4,40,1,2,Yes,Yes
710,Male,9.77,2,1,59,4,1,No,Yes
711,Male,8.7,2,5,72,9,4,Yes,Yes
712,Male,5.18,2,2,48,5,2,Yes,Yes
713,Male,6.23,2,1,76,7,4,Yes,Yes
714,Male,8.47,3,2,71,10,0,No,Yes
715,Male,8.51,4,4,45,1,2,No,Yes
716,Female,7.0,0,2,87,10,0,No,Yes
717,Male,6.46,0,3,74,10,1,No,Yes
718,Male,5.74,3,4,88,10,4,Yes,Yes
719,Male,7.07,3,2,48,6,0,No,Yes
720,Male,7.63,2,1,65,9,3,Yes,Yes
721,Male,7.31,1,4,65,10,1,Yes,Yes
722,Male,5.34,3,3,83,10,0,Yes,Yes
723,Female,7.03,2,2,60,6,4,Yes,Yes
724,Female,5.81,2,5,92,8,4,Yes,Yes
725,Female,5.22,1,2,83,6,1,Yes,Yes
726,Male,8.55,1,5,99,3,2,Yes,Yes
727,Female,8.33,0,3,68,8,0,No,Yes
728,Male,8.55,1,2,74,9,2,No,Yes
729,Male,8.34,0,4,77,9,0,No,Yes
730,Male,5.29,1,6,79,5,0,No,Yes
731,Male,5.32,2,6,94,6,0,Yes,Yes
732,Female,9.16,3,2,64,9,5,Yes,Yes
733,Female,7.33,4,5,45,3,1,No,Yes
734,Male,5.19,4,3,61,8,3,Yes,Yes
735,Male,6.66,2,3,80,5,1,No,Yes
736,Male,8.0,3,1,100,9,2,Yes,Yes
737,Male,6.64,3,6,48,2,5,No,Yes
738,Male,7.0,4,2,67,5,4,No,Yes
739,Female,7.6,1,6,48,10,4,Yes,Yes
740,Male,6.48,4,2,67,3,5,Yes,Yes
741,Female,5.33,4,6,47,3,2,Yes,Yes
742,Male,8.67,3,4,59,8,5,No,Yes
743,Male,8.74,0,2,51,1,4,No,Yes
744,Male,7.86,1,6,41,6,0,No,Yes
745,Male,7.41,4,4,85,6,1,No,Yes
746,Female,7.27,1,2,54,1,3,Yes,Yes
747,Female,9.56,1,6,82,4,1,Yes,Yes
748,Male,9.45,3,5,71,6,3,Yes,Yes
749,Female,6.94,0,5,87,7,5,No,Yes
750,Female,7.94,4,5,74,9,5,Yes,Yes
751,Male,7.17,0,2,73,9,3,Yes,Yes
752,Female,7.48,0,2,58,8,3,No,Yes
753,Female,7.21,3,3,79,1,5,Yes,Yes
754,Female,8.98,3,1,86,9,0,Yes,Yes
755,Male,6.89,2,4,41,3,3,Yes,Yes
756,Female,5.43,2,6,81,3,5,Yes,Yes
757,Male,5.55,3,6,63,2,4,No,Yes
758,Male,6.82,3,1,89,3,2,Yes,Yes
759,Male,9.17,1,6,43,7,2,No,Yes
760,Female,6.39,1,1,97,3,1,Yes,Yes
761,Female,5.06,3,4,74,1,4,No,Yes
762,Male,6.04,3,4,66,8,0,Yes,Yes
763,Male,9.23,2,5,80,9,1,Yes,Yes
764,Male,5.71,2,1,49,1,5,No,No
765,Female,9.42,0,1,66,3,1,No,Yes
766,Male,9.64,4,3,99,1,0,No,Yes
767,Female,6.77,3,1,88,7,4,Yes,Yes
768,Female,7.26,0,6,95,5,2,No,Yes
769,Male,8.34,4,1,46,10,5,Yes,Yes
770,Female,8.48,4,6,58,7,4,No,Yes
771,Female,7.52,4,3,99,3,4,No,Yes
772,Female,7.36,1,5,54,5,1,Yes,Yes
773,Male,5.12,0,6,94,4,4,No,Yes
774,Female,5.22,2,5,91,4,0,Yes,Yes
775,Female,6.22,0,3,59,9,4,No,Yes
776,Male,5.55,2,3,65,10,4,Yes,Yes
777,Male,5.93,2,6,70,8,0,Yes,Yes
778,Female,5.75,3,5,97,6,3,No,Yes
779,Male,9.01,2,5,86,6,4,Yes,Yes
780,Male,7.77,2,3,44,3,2,Yes,Yes
781,Female,9.72,4,2,76,10,3,Yes,Yes
782,Male,9.15,2,6,94,6,5,Yes,Yes
783,Female,6.99,3,2,63,8,2,Yes,Yes
784,Female,5.84,2,1,89,4,0,No,Yes
785,Male,8.84,4,2,52,6,3,No,Yes
786,Female,5.69,0,5,83,3,1,Yes,Yes
787,Female,6.86,4,1,40,5,0,Yes,Yes
788,Female,7.24,0,1,73,5,0,No,Yes
789,Male,6.54,1,3,57,9,2,No,Yes
790,Male,6.31,1,3,47,1,4,Yes,Yes
791,Male,7.6,4,3,57,3,5,No,Yes
792,Male,5.82,2,5,97,6,4,No,Yes
793,Male,5.62,3,6,43,2,3,Yes,Yes
794,Male,7.05,1,6,78,10,5,No,Yes
795,Female,6.5,1,6,88,9,0,No,Yes
796,Male,5.45,3,1,69,5,5,No,Yes
797,Female,6.11,1,2,95,10,2,No,Yes
798,Female,5.88,2,3,69,8,0,Yes,Yes
799,Female,5.54,3,4,94,3,2,No,Yes
800,Male,7.44,3,6,90,2,2,Yes,Yes
801,Female,7.56,3,5,66,4,4,Yes,Yes
802,Male,9.67,3,1,61,4,5,No,Yes
803,Female,7.72,2,5,84,4,1,Yes,Yes
804,Female,5.55,4,4,60,9,0,No,Yes
805,Male,6.48,3,1,78,2,5,No,Yes
806,Female,7.37,0,1,53,3,4,Yes,Yes
807,Male,8.17,3,5,58,7,4,No,Yes
808,Male,5.99,2,3,76,5,3,No,Yes
809,Male,7.8,4,5,65,3,2,Yes,Yes
810,Female,9.33,0,1,85,9,2,Yes,Yes
811,Female,9.16,1,4,84,10,3,No,Yes
812,Female,6.95,3,5,53,3,3,Yes,Yes
813,Male,7.67,2,4,49,5,5,Yes,Yes
814,Male,5.06,0,2,86,8,5,No,Yes
815,Male,5.41,3,4,97,10,3,Yes,Yes
816,Female,7.45,4,4,64,6,1,Yes,Yes
817,Female,7.9,4,4,94,4,5,No,Yes
818,Female,9.45,4,3,42,1,4,No,Yes
819,Female,5.54,3,6,45,3,5,No,Yes
820,Female,7.48,4,5,45,4,3,Yes,Yes
821,Female,7.94,2,5,89,1,3,No,Yes
822,Female,7.76,2,4,62,5,2,Yes,Yes
823,Male,8.34,4,6,59,10,2,Yes,Yes
824,Female,7.78,4,1,82,5,5,Yes,Yes
825,Female,7.33,1,5,44,5,2,Yes,Yes
826,Female,6.32,2,1,87,2,4,Yes,Yes
827,Male,8.16,2,2,56,4,3,Yes,Yes
828,Male,6.65,0,2,78,3,3,No,Yes
829,Female,6.14,3,6,80,3,1,No,Yes
830,Male,8.08,0,1,50,8,3,No,Yes
831,Female,7.29,4,2,64,7,3,No,Yes
832,Male,7.55,3,1,58,8,3,No,Yes
833,Male,5.47,4,6,62,7,4,No,Yes
834,Female,6.3,0,3,81,10,3,No,Yes
835,Male,8.52,4,2,73,6,5,Yes,Yes
836,Female,7.63,0,1,40,7,0,Yes,Yes
837,Female,6.69,2,3,52,1,0,Yes,Yes
838,Male,9.5,1,5,80,2,5,Yes,Yes
839,Male,9.11,1,4,82,10,1,Yes,Yes
840,Male,6.22,3,6,99,2,5,No,Yes
841,Female,8.69,2,3,50,2,2,Yes,Yes
842,Female,6.87,0,3,92,5,1,No,Yes
843,Male,7.36,1,5,65,3,5,No,Yes
844,Male,5.69,3,2,79,2,3,No,Yes
845,Male,5.17,0,5,86,5,3,Yes,Yes
846,Female,5.71,0,1,82,7,2,Yes,Yes
847,Female,9.34,4,1,72,8,3,No,Yes
848,Female,9.05,0,5,54,1,3,No,Yes
849,Male,7.72,2,3,83,5,3,Yes,Yes
850,Male,6.75,2,1,93,8,2,Yes,Yes
851,Male,7.66,3,6,52,5,5,No,Yes
852,Male,8.03,2,4,45,8,5,Yes,Yes
853,Male,5.17,0,6,77,4,3,No,Yes
854,Male,8.81,2,4,74,8,0,Yes,Yes
855,Female,5.27,0,4,47,4,5,No,No
856,Male,8.56,1,1,42,3,3,Yes,Yes
857,Female,9.35,4,1,55,3,0,Yes,Yes
858,Male,9.34,0,4,79,3,4,Yes,Yes
859,Male,5.55,4,5,54,2,1,No,Yes
860,Female,8.9,3,3,47,10,4,Yes,Yes
861,Female,9.01,1,1,77,3,2,Yes,Yes
862,Male,6.31,3,2,84,6,4,Yes,Yes
863,Female,6.17,4,1,48,2,5,No,Yes
864,Male,5.08,3,1,40,1,1,Yes,No
865,Female,7.0,3,6,48,4,1,No,Yes
866,Female,6.98,1,5,84,1,4,Yes,Yes
867,Female,7.94,0,6,92,5,2,No,Yes
868,Male,7.68,1,1,73,2,4,No,Yes
869,Male,7.23,1,3,43,4,0,Yes,Yes
870,Female,7.39,1,6,99,1,0,No,Yes
871,Female,6.01,2,3,79,8,0,Yes,Yes
872,Male,9.44,1,2,90,1,3,Yes,Yes
873,Male,9.3,3,5,77,6,3,Yes,Yes
874,Female,6.1,0,3,54,2,1,No,No
875,Male,6.8,1,1,70,10,3,Yes,Yes
876,Female,5.7,4,4,51,7,2,Yes,Yes
877,Female,8.46,2,3,52,6,1,Yes,Yes
878,Male,6.35,0,4,69,7,1,No,Yes
879,Male,9.25,4,2,90,10,1,Yes,Yes
880,Male,6.98,4,4,95,4,4,No,Yes
881,Female,6.34,3,6,95,4,1,No,Yes
882,Female,7.78,4,2,98,10,0,No,Yes
883,Male,5.19,3,6,89,9,0,No,Yes
884,Female,7.3,0,4,71,4,0,Yes,Yes
885,Female,9.56,1,3,58,4,5,Yes,Yes
886,Male,7.3,2,2,85,8,4,Yes,Yes
887,Female,7.23,1,6,65,3,2,No,Yes
888,Male,9.13,0,4,97,6,4,Yes,Yes
889,Female,7.04,2,6,100,10,4,Yes,Yes
890,Male,7.98,2,6,99,1,4,No,Yes
891,Male,5.53,2,4,79,1,2,No,Yes
892,Male,8.11,0,5,85,4,1,No,Yes
893,Male,7.59,3,6,100,10,5,Yes,Yes
894,Male,6.54,2,5,83,7,2,Yes,Yes
895,Male,6.79,3,4,72,9,0,No,Yes
896,Female,7.17,2,6,100,2,1,No,Yes
897,Male,5.38,1,3,44,2,1,No,No
898,Male,8.35,3,2,95,4,4,Yes,Yes
899,Female,7.0,4,2,70,6,3,No,Yes
900,Male,6.4,0,1,95,4,4,No,Yes
901,Female,7.78,2,4,77,9,4,No,Yes
902,Female,6.46,1,3,50,5,1,No,Yes
903,Female,9.66,0,2,62,5,3,Yes,Yes
904,Male,8.42,2,2,51,3,1,Yes,Yes
905,Male,5.2,2,5,48,8,2,No,Yes
906,Male,5.98,0,6,60,6,1,No,Yes
907,Female,7.59,1,5,59,2,0,No,Yes
908,Female,8.69,3,3,49,1,5,No,Yes
909,Female,7.27,2,5,82,3,4,No,Yes
910,Female,8.31,3,1,48,9,0,No,Yes
911,Male,6.93,1,4,62,2,2,Yes,Yes
912,Male,7.8,1,3,52,1,0,No,Yes
913,Male,9.68,3,2,71,6,4,Yes,Yes
914,Female,6.91,3,3,64,6,0,No,Yes
915,Female,6.69,3,5,45,4,5,No,Yes
916,Female,8.86,2,2,91,7,5,No,Yes
917,Male,9.01,4,1,49,4,2,No,Yes
918,Female,5.32,4,4,45,1,3,No,Yes
919,Female,5.84,3,6,76,3,1,Yes,Yes
920,Female,6.39,3,1,92,5,4,No,Yes
921,Female,7.68,3,2,41,1,1,No,Yes
922,Female,9.59,3,1,81,5,3,Yes,Yes
923,Female,9.35,1,1,47,5,3,Yes,Yes
924,Female,7.79,4,4,95,5,5,No,Yes
925,Male,6.79,4,1,94,5,1,Yes,Yes
926,Male,6.53,1,3,50,1,2,No,No
927,Female,8.05,2,1,58,5,4,Yes,Yes
928,Male,8.68,1,1,78,3,4,No,Yes
929,Female,8.97,2,3,83,6,0,No,Yes
930,Male,5.06,4,3,63,8,3,No,Yes
931,Male,5.49,1,5,54,4,4,Yes,Yes
932,Female,7.21,0,1,92,3,0,No,Yes
933,Female,6.5,2,2,92,8,4,No,Yes
934,Male,8.41,0,6,92,2,1,Yes,Yes
935,Male,8.3,2,2,53,3,0,No,Yes
936,Male,5.37,3,4,42,4,0,Yes,Yes
937,Male,7.25,2,1,44,5,5,Yes,Yes
938,Male,8.76,4,2,77,4,1,No,Yes
939,Male,5.44,2,5,62,6,1,Yes,Yes
940,Male,5.48,4,1,73,4,5,Yes,Yes
941,Female,5.82,4,1,86,2,1,No,Yes
942,Female,8.35,1,4,83,2,1,No,Yes
943,Female,7.04,4,2,66,2,2,Yes,Yes
944,Female,5.53,1,4,88,6,5,No,Yes
945,Male,5.39,3,1,64,5,3,No,Yes
946,Female,6.08,3,3,94,7,1,Yes,Yes
947,Female,9.51,2,2,40,8,5,Yes,Yes
948,Female,7.1,0,1,49,7,3,Yes,Yes
949,Male,5.31,1,3,52,10,3,Yes,Yes
950,Male,9.02,3,3,88,10,4,No,Yes
951,Female,6.71,4,4,71,9,2,Yes,Yes
952,Female,5.52,2,4,71,4,5,Yes,Yes
953,Male,5.48,0,1,71,1,1,No,No
954,Female,5.73,4,5,46,2,5,No,Yes
955,Female,5.97,3,4,72,5,4,No,Yes
956,Male,9.57,0,4,96,2,3,No,Yes
957,Female,9.09,3,4,42,1,1,No,Yes
958,Male,7.36,1,3,85,7,3,Yes,Yes
959,Female,8.17,4,5,70,8,4,Yes,Yes
960,Male,6.88,3,5,64,10,5,No,Yes
961,Female,6.54,0,5,42,3,2,No,No
962,Male,8.67,2,4,46,7,2,No,Yes
963,Female,6.69,1,2,55,5,4,Yes,Yes
964,Male,9.17,0,3,50,1,4,No,Yes
965,Male,7.21,3,5,72,7,2,Yes,Yes
966,Female,7.82,2,4,76,7,2,Yes,Yes
967,Female,5.48,1,3,71,9,5,No,Yes
968,Male,7.95,2,4,52,8,5,Yes,Yes
969,Male,6.38,0,3,76,7,1,Yes,Yes
970,Male,7.84,2,1,76,9,3,No,Yes
971,Male,6.67,0,6,92,5,4,No,Yes
972,Female,8.18,2,2,66,7,2,No,Yes
973,Male,9.23,4,2,76,8,1,No,Yes
974,Female,9.5,4,5,94,7,4,Yes,Yes
975,Male,6.75,1,2,49,5,3,No,Yes
976,Female,9.13,0,6,53,7,2,No,Yes
977,Male,6.23,4,2,65,4,0,Yes,Yes
978,Male,5.13,2,4,71,9,3,No,Yes
979,Male,5.97,2,2,41,5,2,Yes,Yes
980,Male,9.63,3,1,43,2,2,No,Yes
981,Male,9.32,3,3,82,2,3,Yes,Yes
982,Male,5.54,4,1,73,10,4,No,Yes
983,Female,9.25,1,5,47,6,2,No,Yes
984,Male,9.49,1,2,46,3,1,No,Yes
985,Female,6.96,4,1,71,9,2,Yes,Yes
986,Female,7.62,3,6,55,5,1,No,Yes
987,Female,8.44,2,1,81,10,0,Yes,Yes
988,Male,6.21,3,3,80,6,5,Yes,Yes
989,Male,9.12,3,1,98,7,2,No,Yes
990,Male,9.49,1,3,53,3,3,No,Yes
991,Female,8.79,2,1,92,8,3,No,Yes
992,Female,8.44,0,2,84,5,4,Yes,Yes
993,Female,7.02,4,6,60,8,5,Yes,Yes
994,Male,8.08,1,6,68,3,0,No,Yes
995,Male,8.02,2,5,45,2,1,Yes,Yes
996,Male,9.07,3,3,68,8,5,Yes,Yes
997,Female,5.83,4,3,91,5,1,Yes,Yes
998,Female,6.76,3,4,100,10,1,Yes,Yes
999,Male,9.43,4,6,54,2,3,Yes,Yes
1000,Female,8.37,1,1,65,10,3,No,Yes
